gp,min,fgm,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,stl,blk,target_5yrs,shooting_accuracy,assist_turnover_ratio
79,32.6,5.6,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,1.5,0.5,1,1.2276422764227641,1.5
79,29.7,5.9,42.5,0.1,0.5,27.0,1.8,2.4,74.6,1.1,2.2,3.3,1.8,0.3,1,0.9857142857142858,1.4193548387096775
82,29.7,4.1,48.6,0.0,0.1,0.0,3.7,5.0,74.9,2.9,3.7,6.7,1.5,0.6,1,1.4166666666666667,0.72
75,29.6,7.0,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1.0,1.5,2.5,0.9,0.3,1,1.0,1.5333333333333332
82,28.1,3.6,43.3,0.0,0.2,0.0,1.3,1.6,82.6,1.5,3.1,4.6,0.9,0.3,1,1.0238095238095237,2.5217391304347827
76,27.6,5.4,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.3,0.8,1,1.184873949579832,0.64
71,27.1,5.1,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,2.0,0.1,1,1.0170940170940173,1.972222222222222
79,26.1,4.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,1.1,0.1,1,1.1142857142857143,1.6521739130434783
82,26.7,3.1,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,0.6,0.2,0,1.0602409638554218,0.8333333333333334
54,25.1,3.4,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,1.2,0.3,1,1.075,2.6666666666666665
55,22.2,3.0,42.0,0.0,0.1,25.0,1.9,2.8,67.3,2.1,3.1,5.2,0.7,0.5,0,1.1111111111111112,1.105263157894737
64,22.0,4.0,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,0.6,0.3,0,1.2359550561797752,1.0
71,21.1,2.5,49.0,0.0,0.2,0.0,1.4,1.8,80.3,0.5,1.7,2.2,1.1,0.1,0,1.254901960784314,2.125
36,20.3,2.0,41.7,0.0,0.2,14.3,1.6,2.3,69.5,1.2,1.3,2.5,1.2,0.1,0,1.163265306122449,1.8695652173913044
65,18.5,2.9,50.1,0.0,0.1,0.0,1.5,2.7,57.1,1.8,2.7,4.5,1.0,0.3,0,1.2758620689655173,0.8333333333333334
80,19.5,3.0,47.5,0.1,0.3,30.0,1.1,1.3,85.0,0.6,1.5,2.1,0.8,0.2,1,1.126984126984127,2.6
32,19.3,3.1,46.7,0.1,0.5,20.0,0.6,0.8,69.2,0.3,1.2,1.5,0.8,0.1,0,1.0303030303030303,2.1764705882352944
81,19.0,3.4,43.7,0.1,0.3,20.8,2.4,3.0,78.3,1.4,1.8,3.2,0.6,0.1,0,1.1923076923076925,0.5882352941176471
80,18.2,4.0,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1.0,2.3,0.5,0.1,1,1.25,0.9375
71,16.8,2.5,46.4,0.0,0.0,0.0,0.5,0.8,59.6,1.1,1.2,2.3,0.5,0.4,1,1.018181818181818,2.75
81,16.8,3.3,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2.0,1.2,0.0,1,1.2714285714285716,2.1666666666666665
82,16.7,1.9,42.0,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,0.8,0.0,1,1.1555555555555557,4.625
24,14.7,1.8,44.3,0.0,0.0,0.0,1.5,2.7,57.8,0.8,1.3,2.1,0.7,0.1,0,1.275,0.6428571428571429
65,14.5,1.9,48.8,0.0,0.0,0.0,1.8,2.6,68.9,1.5,2.1,3.6,0.2,0.2,0,1.4473684210526316,0.4285714285714286
56,14.3,2.1,48.6,0.0,0.0,0.0,0.7,1.2,58.0,1.2,2.0,3.2,0.4,0.1,1,1.1363636363636362,0.8571428571428572
36,7.0,0.7,43.1,0.0,0.0,0.0,0.3,0.4,69.2,0.7,1.2,1.9,0.1,0.1,1,1.0,0.6666666666666667
51,13.4,1.8,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.4,0.3,0,1.1707317073170733,0.888888888888889
75,10.4,1.6,54.5,0.0,0.0,0.0,1.1,1.5,69.9,0.6,2.0,2.7,0.1,0.3,1,1.4827586206896552,0.22222222222222224
54,10.2,2.0,42.6,0.0,0.1,0.0,0.8,2.1,38.4,1.6,2.1,3.7,0.4,0.1,1,1.0212765957446808,1.2222222222222223
62,9.9,1.7,53.7,0.0,0.1,25.0,0.6,1.0,61.5,1.0,1.1,2.1,0.3,0.5,1,1.2812499999999998,0.5
82,9.5,0.5,30.1,0.0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,0.3,0.1,1,1.0625,2.3636363636363633
53,9.4,0.8,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,0.5,0.1,0,0.9565217391304349,2.2
47,9.4,1.0,40.2,0.0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,0.5,0.2,0,1.1153846153846154,1.769230769230769
36,8.8,1.4,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.6,0.1,1,1.1714285714285713,0.7272727272727273
62,8.5,1.0,51.3,0.0,0.0,0.0,0.6,1.0,65.0,0.9,1.5,2.4,0.3,0.8,1,1.368421052631579,0.2
37,8.3,1.4,49.0,0.0,0.0,0.0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.2,0,1.25,1.0
60,8.1,1.4,49.4,0.0,0.0,0.0,0.4,0.7,50.0,0.8,1.7,2.6,0.3,0.3,1,1.1071428571428572,0.8
51,8.0,0.9,40.4,0.1,0.5,25.0,0.3,0.3,81.3,0.3,0.7,0.9,0.5,0.1,1,1.0,2.142857142857143
42,7.9,1.8,43.0,0.0,0.2,10.0,0.5,0.7,69.0,0.5,0.8,1.3,0.3,0.1,1,0.9756097560975611,1.0
33,7.8,1.5,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.1,1,1.225806451612903,1.0
33,7.8,1.5,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.1,0,1.225806451612903,1.0
57,10.0,1.0,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.7,0.4,1,1.2692307692307692,0.6666666666666667
57,10.0,1.0,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.7,0.4,0,1.2692307692307692,0.6666666666666667
24,17.4,2.1,41.8,0.4,1.7,24.4,0.6,1.0,60.0,0.3,1.6,1.8,1.0,0.4,0,1.0392156862745099,0.7272727272727273
77,22.6,2.2,46.0,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.7,0.2,0,1.25,1.125
72,7.3,0.8,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.3,0.0,0,1.25,1.2
49,7.3,1.0,36.4,0.0,0.2,22.2,0.6,1.0,66.0,0.2,0.4,0.6,0.3,0.1,1,1.0,1.5555555555555554
46,6.8,1.4,50.4,0.0,0.1,40.0,0.5,0.7,70.6,0.6,0.6,1.1,0.3,0.1,0,1.222222222222222,0.5714285714285715
43,6.8,0.7,34.9,0.0,0.2,11.1,0.2,0.4,56.3,0.3,0.3,0.6,0.5,0.1,1,0.8421052631578948,4.25
35,6.0,0.7,31.9,0.1,0.3,20.0,0.5,0.6,77.3,0.3,0.3,0.7,0.3,0.1,0,0.9047619047619047,1.375
51,5.7,0.7,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.0,1,1.4666666666666668,0.4
41,5.6,0.9,42.2,0.0,0.0,0.0,0.7,1.1,68.2,0.5,0.5,1.0,0.2,0.1,1,1.2,0.6666666666666667
82,39.6,5.3,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,2.5,0.1,1,1.096774193548387,3.419354838709677
61,35.6,5.4,47.7,0.2,0.6,30.8,2.7,3.3,81.9,0.7,1.6,2.3,1.5,0.1,1,1.2105263157894737,2.3666666666666667
58,22.6,2.9,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,0.6,0.3,0,1.0746268656716418,3.2
55,32.9,6.2,47.5,0.0,0.0,0.0,2.4,3.5,67.9,2.4,5.5,7.9,1.1,0.5,1,1.1297709923664123,0.5909090909090908
67,31.7,5.1,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1.0,2.4,3.4,1.7,0.1,1,1.0689655172413794,2.56
42,27.1,3.2,40.7,0.1,0.4,20.0,1.1,1.3,83.3,1.2,3.2,4.5,0.9,0.4,1,0.95,1.2777777777777777
35,24.5,4.3,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,0.8,0.6,1,0.8524590163934427,0.9444444444444444
35,24.5,4.3,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,0.8,0.6,1,0.8524590163934427,0.9444444444444444
82,24.2,4.6,50.1,0.0,0.1,20.0,2.4,4.0,60.4,2.0,4.3,6.3,0.7,1.5,1,1.2717391304347827,0.5882352941176471
80,24.0,3.4,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,1.3,0.3,1,1.2266666666666666,3.0555555555555554
81,22.6,3.1,50.1,0.0,0.0,0.0,1.4,2.2,62.6,1.9,3.6,5.5,0.6,0.7,1,1.2222222222222223,1.0
82,22.4,3.7,48.8,0.7,2.1,35.5,1.8,2.3,80.1,1.2,1.2,2.3,0.7,0.2,1,1.3157894736842106,1.3333333333333335
61,22.4,3.6,40.4,0.2,0.7,26.7,2.1,2.9,74.0,1.0,1.3,2.3,0.9,0.4,1,1.0666666666666667,1.0
66,21.7,3.7,48.2,0.0,0.2,0.0,1.3,2.6,51.2,1.5,2.5,4.0,0.7,0.5,1,1.131578947368421,0.7499999999999999
59,22.2,2.7,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,0.5,0.8,0,1.2698412698412698,2.0
79,20.9,3.3,46.3,0.1,0.3,17.4,1.3,2.2,57.6,1.5,2.3,3.8,1.1,0.7,1,1.1126760563380282,1.2352941176470589
82,20.8,3.1,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4.0,0.8,0.8,1,1.3492063492063493,1.0
79,20.6,2.1,39.0,0.0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,1.6,0.0,1,0.9259259259259258,3.9230769230769225
78,20.5,3.1,42.8,0.0,0.0,0.0,1.9,2.7,72.5,1.2,3.0,4.2,0.7,0.3,1,1.125,1.0
24,17.5,1.8,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1.0,1.1,1.0,0.1,0,1.1304347826086958,2.9
39,16.5,2.2,45.9,0.0,0.0,0.0,1.4,1.6,87.1,1.5,3.0,4.5,0.3,0.1,1,1.2127659574468086,0.888888888888889
75,15.0,2.1,43.0,0.0,0.0,0.0,1.4,2.0,70.7,0.7,2.2,2.9,0.5,0.9,0,1.1666666666666667,0.5625
79,14.6,1.4,53.2,0.0,0.0,0.0,0.9,1.4,64.0,1.3,2.1,3.4,0.4,0.3,1,1.3846153846153846,0.7142857142857143
58,13.1,1.1,37.4,0.1,0.4,24.0,0.4,0.6,71.9,0.3,0.7,1.0,0.3,0.1,0,0.9310344827586208,3.1
49,11.9,2.3,44.6,0.0,0.1,0.0,0.8,1.1,72.2,0.2,0.4,0.6,0.4,0.0,0,1.0392156862745099,1.2
70,10.3,1.7,49.6,0.0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2.0,0.3,0.6,1,1.2,0.8749999999999999
40,9.5,1.6,42.2,0.1,0.3,20.0,0.7,0.7,89.7,0.1,0.6,0.7,0.1,0.1,0,1.027027027027027,2.5
55,9.3,1.2,47.4,0.0,0.0,0.0,0.7,1.3,56.3,1.3,1.3,2.6,0.2,0.3,1,1.24,0.6666666666666667
59,8.7,1.1,47.0,0.0,0.0,0.0,0.4,0.6,73.5,0.3,0.4,0.7,0.6,0.0,0,1.1363636363636362,1.8888888888888888
44,8.3,1.0,40.4,0.0,0.2,0.0,0.4,0.5,81.0,0.1,0.5,0.6,0.4,0.0,0,0.96,2.2222222222222223
49,8.3,1.8,46.6,0.0,0.1,0.0,0.8,1.2,70.2,0.6,0.7,1.3,0.3,0.3,1,1.153846153846154,0.8333333333333334
44,7.6,0.5,38.5,0.0,0.0,0.0,0.2,0.4,44.4,0.5,1.3,1.9,0.2,0.3,0,0.9166666666666667,0.8
41,6.6,0.7,36.7,0.0,0.0,0.0,0.5,0.7,66.7,0.6,1.1,1.7,0.1,0.3,0,1.0,0.8333333333333334
36,6.3,0.5,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.2,0.0,1,1.0,1.2
45,19.9,2.5,37.7,0.5,1.3,37.3,0.7,1.0,74.4,0.4,1.4,1.8,0.5,0.2,0,0.9253731343283582,3.0
50,6.2,0.5,31.0,0.0,0.0,0.0,0.6,1.0,60.4,0.3,0.7,1.0,0.3,0.1,0,1.0,0.7499999999999999
82,37.4,9.0,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,2.5,1.0,1,1.1624365482233503,1.1428571428571428
82,36.0,7.7,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2.0,6.2,8.3,1.1,0.2,1,1.1325301204819276,1.3846153846153846
80,33.9,5.4,48.5,0.0,0.0,0.0,3.7,5.0,74.5,2.8,5.1,7.9,0.7,2.1,1,1.3035714285714286,1.1176470588235294
80,33.7,6.1,53.8,0.0,0.0,0.0,3.5,5.0,69.6,1.9,6.2,8.1,0.6,0.8,1,1.3893805309734513,1.225806451612903
71,27.8,2.0,47.5,0.0,0.1,0.0,1.2,2.0,61.7,1.4,3.2,4.7,1.8,0.6,1,1.2619047619047619,3.7272727272727266
68,25.3,4.2,49.1,0.0,0.1,0.0,2.1,2.7,75.7,1.7,3.2,5.0,0.7,0.7,1,1.223529411764706,1.0
63,25.2,6.5,53.1,0.0,0.0,0.0,3.0,4.6,64.9,2.2,2.7,4.9,0.6,0.6,0,1.3032786885245902,0.7083333333333334
78,22.7,3.6,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3.0,4.7,1.6,0.4,1,1.15,1.4999999999999998
80,19.8,2.3,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.9,0.1,0,1.017241379310345,2.3333333333333335
80,21.9,3.5,45.5,0.0,0.1,20.0,1.6,2.2,72.8,1.9,2.7,4.7,0.6,0.8,1,1.118421052631579,1.1818181818181817
77,20.9,3.4,43.0,0.2,0.7,25.0,1.9,2.6,74.1,0.9,1.1,2.0,1.2,0.3,1,1.1282051282051284,1.1764705882352942
81,20.8,4.1,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,0.8,0.0,1,1.0957446808510638,2.4
50,19.6,2.8,39.7,0.0,0.0,0.0,1.0,1.7,58.1,1.6,3.3,4.9,0.4,0.7,1,0.9305555555555556,0.6470588235294118
80,19.5,2.0,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,0.9,0.1,1,1.2045454545454544,2.368421052631579
75,18.7,3.1,46.7,0.0,0.0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.8,1.1,1,1.1194029850746268,0.5
67,18.2,2.6,40.8,0.3,1.0,32.9,1.4,1.7,83.3,0.5,1.3,1.7,0.6,0.1,1,1.0952380952380953,1.875
82,17.8,2.0,56.2,0.0,0.0,0.0,1.3,2.1,61.4,1.3,2.3,3.6,0.5,1.5,1,1.5142857142857142,0.7777777777777777
64,17.3,3.4,49.0,0.0,0.1,22.2,1.0,1.6,66.3,1.1,2.2,3.3,0.3,0.4,1,1.144927536231884,1.3333333333333333
68,15.1,2.7,58.1,0.0,0.0,0.0,1.3,1.8,72.7,1.5,2.8,4.2,0.5,0.5,1,1.434782608695652,0.35714285714285715
77,15.0,2.8,54.5,0.0,0.0,0.0,1.0,1.6,58.7,2.1,2.2,4.3,0.5,0.6,1,1.2745098039215688,0.5833333333333334
68,14.8,2.5,45.6,0.0,0.2,8.3,1.6,2.2,74.3,1.1,2.4,3.5,0.3,0.2,1,1.2,1.3
77,14.3,1.9,47.6,0.0,0.0,0.0,1.4,2.2,63.2,1.1,2.4,3.5,0.3,0.4,1,1.3,0.45454545454545453
66,14.2,1.5,47.1,0.0,0.0,0.0,1.4,2.1,69.3,1.1,1.9,2.9,0.6,0.2,1,1.4193548387096775,1.142857142857143
67,13.6,2.0,42.3,0.1,0.4,25.0,0.5,0.7,72.9,1.0,1.6,2.6,0.6,0.3,0,0.978723404255319,2.0
65,13.5,2.0,47.6,0.0,0.0,0.0,1.4,2.1,68.7,1.2,2.3,3.4,0.3,0.3,1,1.2857142857142858,0.33333333333333337
65,13.2,2.0,41.3,0.1,0.3,35.0,0.8,1.0,76.9,0.6,1.0,1.6,0.7,0.3,0,1.0,1.375
62,13.2,1.7,52.7,0.0,0.0,0.0,0.7,1.2,63.9,1.1,2.3,3.5,0.3,0.1,1,1.3125,0.4444444444444445
64,13.1,2.1,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,0.4,0.1,0,1.1702127659574468,1.4444444444444444
59,12.9,2.4,54.4,0.0,0.0,0.0,0.8,1.3,64.9,1.2,1.7,2.9,0.3,0.5,1,1.2727272727272725,1.0
70,18.2,2.8,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.7,0.8,0,1.7209302325581397,0.8181818181818181
62,11.5,2.4,44.1,0.3,0.8,32.0,0.8,1.0,79.7,0.7,1.0,1.7,0.4,0.1,1,1.0943396226415094,0.7777777777777777
35,11.0,1.6,39.3,0.0,0.0,0.0,0.5,1.5,35.3,1.0,1.9,2.9,0.2,0.2,0,0.926829268292683,0.45454545454545453
42,11.0,1.4,38.0,0.1,0.2,33.3,0.5,0.7,75.0,0.3,0.5,0.8,0.6,0.1,0,0.9166666666666666,1.4285714285714286
59,10.7,1.9,41.1,0.0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.3,0.1,1,1.0638297872340425,0.625
45,10.4,2.0,48.6,0.0,0.1,0.0,0.2,0.3,60.0,0.7,1.0,1.7,0.2,0.2,0,1.024390243902439,1.4999999999999998
67,9.5,2.1,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.4,0.1,1,1.0,1.2857142857142858
60,8.7,1.6,46.8,0.0,0.0,0.0,0.7,1.0,69.0,0.6,0.8,1.5,0.3,0.3,1,1.1176470588235294,1.1666666666666667
41,8.3,1.2,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,0.3,0.0,0,1.0689655172413794,1.8333333333333335
62,8.0,1.4,43.6,0.0,0.0,0.0,0.9,1.1,74.6,0.6,1.3,1.9,0.1,0.1,1,1.1212121212121213,0.6666666666666667
43,6.7,1.2,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.3,0.1,0,1.096774193548387,1.0
53,10.1,0.8,45.5,0.0,0.0,0.0,0.6,1.0,60.8,0.7,1.5,2.2,0.1,0.6,0,1.2352941176470589,0.5
54,6.0,0.9,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.2,0.0,0,0.9199999999999999,1.2
50,35.4,7.7,47.4,0.0,0.1,0.0,4.5,6.1,73.9,2.5,6.5,9.0,1.1,2.1,0,1.2269938650306749,0.5882352941176471
82,33.0,7.0,49.0,0.0,0.1,20.0,3.0,4.4,68.7,3.7,4.2,8.0,1.2,0.5,1,1.1958041958041958,0.7999999999999999
81,30.6,6.2,49.6,0.0,0.0,0.0,2.4,5.0,48.1,2.1,6.7,8.9,1.3,0.5,1,1.192,0.8529411764705882
81,28.1,6.4,51.5,0.0,0.0,0.0,2.0,2.9,68.4,2.4,4.9,7.2,0.4,0.5,1,1.1854838709677418,0.4347826086956522
79,26.4,4.1,49.0,0.0,0.0,33.3,2.9,3.9,74.6,2.0,5.6,7.6,0.8,2.6,1,1.3214285714285714,0.5555555555555556
55,25.3,5.2,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.3,0.4,1,1.238938053097345,1.3571428571428572
81,25.0,5.4,46.8,0.1,0.3,28.0,1.6,2.9,55.7,1.1,1.4,2.6,0.8,0.1,1,1.0869565217391304,1.0526315789473684
82,23.9,3.5,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,0.8,0.1,1,1.2876712328767124,2.526315789473684
82,17.3,2.1,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,0.5,0.5,0,1.2244897959183672,1.0
77,23.0,3.6,51.9,0.0,0.0,0.0,2.3,3.5,66.2,3.3,5.3,8.6,0.9,0.4,1,1.3714285714285714,0.7391304347826088
82,20.7,3.2,50.7,0.0,0.0,0.0,1.9,3.1,60.7,2.1,3.6,5.7,0.5,0.8,1,1.3174603174603177,0.5
58,20.6,3.1,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,0.5,0.6,0,1.1212121212121213,0.923076923076923
80,20.0,3.2,55.8,0.0,0.0,0.0,2.1,3.2,67.3,1.2,2.7,3.9,0.9,0.5,1,1.4912280701754386,0.5789473684210527
82,18.8,2.5,53.9,0.0,0.1,16.7,1.2,2.0,61.1,2.0,2.7,4.6,0.6,0.6,1,1.3617021276595744,0.5833333333333334
71,18.6,1.8,45.6,0.0,0.0,0.0,1.2,2.3,53.1,1.6,2.5,4.1,0.4,0.1,1,1.2051282051282053,0.5
64,17.1,3.2,46.9,0.0,0.1,0.0,1.4,2.2,64.7,1.7,2.6,4.3,0.5,0.1,1,1.1492537313432836,0.2727272727272727
79,15.6,2.5,48.3,0.0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,1.0,0.1,1,1.5,2.15
79,15.4,2.7,47.4,0.2,0.5,31.0,1.6,2.0,80.6,0.4,1.0,1.5,1.0,0.0,1,1.2456140350877192,1.923076923076923
34,17.1,2.7,42.7,0.6,2.1,31.0,1.0,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0,1.1111111111111112,0.4166666666666667
71,16.5,2.0,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,0.9,0.1,0,1.1136363636363635,2.0714285714285716
78,15.0,1.8,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.0,0.8,0,1.2051282051282053,0.9166666666666667
76,14.9,2.2,48.1,0.1,0.5,27.0,1.0,1.2,78.5,0.6,1.2,1.7,0.9,0.0,0,1.1956521739130437,2.5
80,14.8,2.0,46.5,0.0,0.0,0.0,1.2,1.6,72.3,1.4,3.3,4.7,0.3,0.4,1,1.2093023255813955,0.4615384615384615
68,12.7,2.2,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.4,0.1,0,0.9454545454545454,1.0
64,12.7,1.8,52.8,0.0,0.0,0.0,0.6,1.3,43.5,1.4,2.4,3.8,0.2,0.3,0,1.2424242424242424,0.3333333333333333
64,12.7,1.8,52.8,0.0,0.0,0.0,0.6,1.3,43.5,1.4,2.4,3.8,0.2,0.3,0,1.2424242424242424,0.3333333333333333
53,10.8,1.3,60.4,0.0,0.0,0.0,0.3,0.8,42.5,0.9,1.9,2.8,0.4,0.4,0,1.3333333333333333,0.7499999999999999
66,10.5,2.2,48.0,0.0,0.1,0.0,0.7,0.8,85.2,0.6,0.9,1.5,0.3,0.1,0,1.1111111111111112,0.888888888888889
77,16.0,1.7,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.4,0.2,0,1.0227272727272727,1.5
45,10.4,1.7,40.8,0.1,0.3,20.0,0.3,0.4,60.0,0.1,0.9,1.0,0.4,0.1,0,0.902439024390244,1.6363636363636362
45,10.2,1.5,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,0.8,0.1,0,0.875,1.6666666666666665
64,10.0,1.6,45.5,0.0,0.1,0.0,1.2,1.6,72.8,0.2,0.8,1.0,0.4,0.1,1,1.2285714285714284,1.7142857142857144
55,9.2,1.3,44.4,0.0,0.0,50.0,1.1,1.9,55.8,0.7,0.8,1.5,0.8,0.3,1,1.2758620689655173,1.777777777777778
57,8.5,1.8,44.2,0.0,0.1,20.0,0.9,0.9,92.6,0.4,0.6,1.0,0.4,0.1,1,1.0975609756097562,1.5
36,7.6,1.4,55.7,0.0,0.0,0.0,0.7,1.0,66.7,0.4,0.7,1.1,0.1,0.2,0,1.4166666666666667,0.4
57,7.6,1.0,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,0.3,0.1,1,1.142857142857143,1.3333333333333333
48,6.9,1.3,40.7,0.0,0.0,0.0,0.6,0.8,79.5,0.8,1.3,2.0,0.1,0.2,1,1.032258064516129,0.37499999999999994
75,15.1,1.0,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,0.9,0.1,0,0.8235294117647058,2.666666666666667
82,38.3,10.2,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2.0,4.5,6.5,2.4,0.8,1,1.424242424242424,1.6857142857142857
80,31.1,5.4,47.0,0.0,0.1,0.0,3.3,4.2,76.7,1.9,2.2,4.0,1.2,0.1,1,1.2260869565217392,1.24
76,29.2,3.9,53.7,0.0,0.0,0.0,2.1,3.0,71.1,2.7,5.9,8.6,0.7,2.7,1,1.36986301369863,1.2173913043478262
82,28.6,5.2,54.5,0.0,0.1,16.7,3.6,4.9,73.3,3.2,5.3,8.6,1.2,1.0,1,1.4736842105263157,0.76
82,28.3,4.2,47.1,0.1,0.4,25.0,2.4,3.0,82.0,2.3,5.1,7.4,0.8,0.8,1,1.2222222222222223,1.3333333333333335
80,25.8,3.5,44.6,0.1,0.3,20.0,1.8,2.1,82.9,0.4,1.7,2.1,1.3,0.1,1,1.1282051282051284,2.0952380952380953
79,24.7,4.6,51.1,0.0,0.0,0.0,1.4,1.8,78.4,2.0,3.8,5.7,0.5,1.1,1,1.1777777777777778,0.3333333333333333
82,23.4,5.0,60.0,0.0,0.0,0.0,2.8,4.5,62.0,2.3,4.5,6.8,0.4,0.5,1,1.5238095238095237,0.6086956521739131
82,21.8,3.9,46.7,0.0,0.1,22.2,1.5,2.2,65.7,2.2,4.2,6.4,0.4,0.6,1,1.1071428571428572,0.3076923076923077
75,21.5,2.9,54.3,0.0,0.0,0.0,1.3,1.8,73.7,1.7,3.5,5.2,0.6,0.4,1,1.3396226415094339,0.6363636363636362
79,21.3,3.8,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,1.6,0.3,1,1.2105263157894737,1.6666666666666665
78,20.3,3.4,55.7,0.0,0.0,0.0,2.4,3.4,71.5,1.9,3.2,5.1,0.2,0.4,1,1.5,0.6666666666666666
78,20.1,3.0,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,0.6,0.8,1,1.4482758620689655,0.888888888888889
78,20.1,3.0,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,0.6,0.8,0,1.4482758620689655,0.888888888888889
78,20.1,3.0,52.0,0.0,0.1,0.0,2.3,3.6,64.8,1.8,3.3,5.1,0.6,0.8,0,1.4482758620689655,0.888888888888889
29,16.4,1.3,31.7,0.7,2.1,31.1,0.4,0.8,50.0,0.3,1.1,1.4,0.6,0.2,1,0.8809523809523809,1.4
